29 1718693915 245329.600000 -1.000000 -101.000000 0.000000 0.000000
29 1718693916 245329.600000 -1.000000 -101.000000 0.000000 0.000000
29 1718693917 245329.600000 -1.000000 -101.000000 0.000000 0.000000
29 1718693918 245329.600000 -1.000000 -101.000000 0.000000 0.000000
29 1718693981 365639.500000 -1.000000 365639.500000 365639.500000 0.000000
29 1718693980 365639.500000 -1.000000 365639.500000 365639.500000 0.000000
29 1718693979 193057.000000 -1.000000 193057.000000 193057.000000 0.000000
29 1718693978 193057.000000 -1.000000 193057.000000 193057.000000 0.000000
29 1718693977 193057.000000 -1.000000 193057.000000 193057.000000 0.000000
29 1718693976 193057.000000 -1.000000 193057.000000 193057.000000 0.000000
29 1718693975 193057.000000 -1.000000 193057.000000 193057.000000 0.000000
29 1718693974 184916.400000 -1.000000 184916.400000 184916.400000 0.000000
29 1718693973 184916.400000 -1.000000 184916.400000 184916.400000 0.000000
29 1718693972 184916.400000 -1.000000 184916.400000 184916.400000 0.000000
29 1718693971 184916.400000 -1.000000 184916.400000 184916.400000 0.000000
29 1718693970 184916.400000 -1.000000 184916.400000 184916.400000 0.000000
29 1718693969 149867.800000 -1.000000 149867.800000 149867.800000 0.000000
29 1718693968 149867.800000 -1.000000 149867.800000 149867.800000 0.000000
29 1718693967 149867.800000 -1.000000 149867.800000 149867.800000 0.000000
29 1718693966 149867.800000 -1.000000 149867.800000 149867.800000 0.000000
29 1718693965 149867.800000 -1.000000 149867.800000 149867.800000 0.000000
29 1718693964 202307.000000 -1.000000 202307.000000 202307.000000 0.000000
29 1718693963 202307.000000 -1.000000 202307.000000 202307.000000 0.000000
29 1718693962 202307.000000 -1.000000 202307.000000 202307.000000 0.000000
29 1718693961 202307.000000 -1.000000 202307.000000 202307.000000 0.000000
29 1718693960 202307.000000 -1.000000 202307.000000 202307.000000 0.000000
29 1718693959 136229.600000 -1.000000 136229.600000 136229.600000 0.000000
29 1718693958 136229.600000 -1.000000 136229.600000 136229.600000 0.000000
29 1718693957 136229.600000 -1.000000 136229.600000 136229.600000 0.000000
29 1718693956 136229.600000 -1.000000 136229.600000 136229.600000 0.000000
29 1718693955 136229.600000 -1.000000 136229.600000 136229.600000 0.000000
29 1718693954 188727.200000 -1.000000 188727.200000 188727.200000 0.000000
29 1718693953 188727.200000 -1.000000 188727.200000 188727.200000 0.000000
29 1718693952 188727.200000 -1.000000 188727.200000 188727.200000 0.000000
29 1718693951 188727.200000 -1.000000 188727.200000 188727.200000 0.000000
29 1718693950 188727.200000 -1.000000 188727.200000 188727.200000 0.000000
29 1718693949 219347.400000 -1.000000 219347.400000 219347.400000 0.000000
29 1718693948 219347.400000 -1.000000 219347.400000 219347.400000 0.000000
29 1718693947 219347.400000 -1.000000 219347.400000 219347.400000 0.000000
29 1718693946 219347.400000 -1.000000 219347.400000 219347.400000 0.000000
29 1718693945 219347.400000 -1.000000 219347.400000 219347.400000 0.000000
29 1718693944 191706.200000 -1.000000 191706.200000 191706.200000 0.000000
29 1718693943 191706.200000 -1.000000 191706.200000 191706.200000 0.000000
29 1718693942 191706.200000 -1.000000 191706.200000 191706.200000 0.000000
29 1718693941 191706.200000 -1.000000 191706.200000 191706.200000 0.000000
29 1718693940 191706.200000 -1.000000 191706.200000 191706.200000 0.000000
29 1718693939 193483.800000 -1.000000 193483.800000 193483.800000 0.000000
29 1718693938 193483.800000 -1.000000 193483.800000 193483.800000 0.000000
29 1718693937 193483.800000 -1.000000 193483.800000 193483.800000 0.000000
29 1718693936 193483.800000 -1.000000 193483.800000 193483.800000 0.000000
29 1718693935 193483.800000 -1.000000 193483.800000 193483.800000 0.000000
29 1718693934 197377.800000 -1.000000 197377.800000 197377.800000 0.000000
29 1718693933 197377.800000 -1.000000 197377.800000 197377.800000 0.000000
29 1718693932 197377.800000 -1.000000 197377.800000 197377.800000 0.000000
29 1718693931 197377.800000 -1.000000 197377.800000 197377.800000 0.000000
29 1718693930 197377.800000 -1.000000 197377.800000 197377.800000 0.000000
29 1718693929 180880.400000 -1.000000 180880.400000 180880.400000 0.000000
29 1718693928 180880.400000 -1.000000 180880.400000 180880.400000 0.000000
29 1718693927 180880.400000 -1.000000 180880.400000 180880.400000 0.000000
29 1718693926 180880.400000 -1.000000 180880.400000 180880.400000 0.000000
29 1718693925 180880.400000 -1.000000 180880.400000 180880.400000 0.000000
29 1718693924 192538.800000 -1.000000 192538.800000 192538.800000 0.000000
29 1718693923 192538.800000 -1.000000 192538.800000 192538.800000 0.000000
29 1718693922 192538.800000 -1.000000 192538.800000 192538.800000 0.000000
29 1718693921 192538.800000 -1.000000 192538.800000 192538.800000 0.000000
29 1718693920 192538.800000 -1.000000 192538.800000 192538.800000 0.000000
29 1718693919 245329.600000 -1.000000 245329.600000 245329.600000 0.000000
